model,step,timestamp,combined_pvalue
Graph Transformer,590,2025-10-01T07:55:50.157128,4.784412450300e-23
Graph Transformer,600,2025-10-01T08:00:42.326091,5.635499008304e-14
Graph Transformer,610,2025-10-01T08:05:33.781048,4.176053079556e-14
Graph Transformer,620,2025-10-01T08:10:24.687002,9.667036948550e-08
Graph Transformer,630,2025-10-01T08:15:15.062933,3.171084174811e-14
Graph Transformer,640,2025-10-01T08:20:07.385861,5.515111007564e-18
Graph Transformer,650,2025-10-01T08:24:58.318779,3.707271224345e-24
Graph Transformer,660,2025-10-01T08:29:49.761701,1.104564381904e-20
Graph Transformer,670,2025-10-01T08:34:41.497611,5.050720132241e-17
Graph Transformer,680,2025-10-01T08:39:32.989519,1.679948448474e-10
Graph Transformer,690,2025-10-01T08:44:25.175432,6.209622051347e-15
Graph Transformer,700,2025-10-01T08:49:16.632342,3.201283085358e-16
Graph Transformer,710,2025-10-01T08:54:07.314249,6.428765213238e-48
Graph Transformer,720,2025-10-01T08:58:57.893154,1.914082751539e-05
Graph Transformer,730,2025-10-01T09:03:49.671068,4.406617766527e-16
Graph Transformer,740,2025-10-01T09:08:42.831999,1.829498351646e-04
Graph Transformer,750,2025-10-01T09:13:33.464914,2.243682589665e-21
Graph Transformer,760,2025-10-01T09:18:25.068835,2.818310324449e-11
Graph Transformer,770,2025-10-01T09:23:17.659760,1.019453353532e-13
Graph Transformer,780,2025-10-01T09:28:09.069674,5.739993251274e-17
Graph Transformer,790,2025-10-01T09:33:01.048592,8.421887303885e-13
Graph Transformer,800,2025-10-01T09:37:52.379505,3.531423360958e-20
Graph Transformer,810,2025-10-01T09:42:44.357420,1.402633919173e-13
Graph Transformer,820,2025-10-01T09:47:36.845337,4.412694279891e-44
Graph Transformer,830,2025-10-01T09:52:30.726264,9.269037803415e-13
Graph Transformer,840,2025-10-01T09:57:24.437188,4.946570773923e-15
Graph Transformer,850,2025-10-01T10:02:18.757114,2.178717426777e-07
Graph Transformer,860,2025-10-01T10:07:12.411035,7.189163740776e-15
Graph Transformer,870,2025-10-01T10:12:07.562965,5.407111334107e-27
Graph Transformer,880,2025-10-01T10:17:03.143915,8.879452504360e-30
Graph Transformer,890,2025-10-01T10:21:57.010858,2.978430503938e-26
Graph Transformer,900,2025-10-01T10:26:50.790800,1.263529320825e-28
Graph Transformer,910,2025-10-01T10:31:43.757729,8.581552927593e-14
Graph Transformer,920,2025-10-01T10:36:36.952638,9.305768209243e-13
Graph Transformer,930,2025-10-01T10:41:29.886545,8.869333934161e-22
Graph Transformer,940,2025-10-01T10:46:24.231462,5.571479714761e-13
Graph Transformer,950,2025-10-01T10:51:19.521384,1.447742470750e-61
Graph Transformer,960,2025-10-01T10:56:12.310291,1.311639175956e-10
Graph Transformer,970,2025-10-01T11:01:06.456206,1.320414493321e-32
Graph Transformer,980,2025-10-01T11:05:59.185112,5.575107515584e-17
Graph Transformer,990,2025-10-01T11:10:51.044012,1.030384680414e-15
Graph Transformer,1000,2025-10-01T11:15:42.946913,2.201972942650e-05
Graph Transformer,1010,2025-10-01T11:20:35.307816,2.599437919526e-09
Graph Transformer,1020,2025-10-01T11:25:27.115716,3.670991367664e-06
Graph Transformer,1030,2025-10-01T11:30:21.308631,2.776994958914e-14
Graph Transformer,1040,2025-10-01T11:35:14.092536,9.754420795530e-09
Graph Transformer,1050,2025-10-01T11:40:07.474446,1.679844098121e-14
Graph Transformer,1060,2025-10-01T11:44:58.860345,5.114354615031e-49
Graph Transformer,1070,2025-10-01T11:49:50.837248,3.335686453891e-34
Graph Transformer,1080,2025-10-01T11:54:44.255160,3.047451178720e-16
Graph Transformer,1090,2025-10-01T11:59:38.471077,1.427394245468e-08
Graph Transformer,1100,2025-10-01T12:04:32.486992,6.168831270047e-33
Graph Transformer,1110,2025-10-01T12:09:25.000898,2.096324103587e-31
Graph Transformer,1120,2025-10-01T12:14:18.314810,6.433160895096e-13
Graph Transformer,1130,2025-10-01T12:19:10.885718,2.099473094040e-20
Graph Transformer,1140,2025-10-01T12:24:03.750628,3.225820038944e-08
Graph Transformer,1150,2025-10-01T12:28:57.362543,1.906205897035e-20
Graph Transformer,1160,2025-10-01T12:33:52.457467,2.953929673294e-56
Graph Transformer,1170,2025-10-01T12:38:46.043380,1.172323134530e-12
Graph Transformer,1180,2025-10-01T12:43:40.927302,1.520515865616e-34
Graph Transformer,1190,2025-10-01T12:48:34.774216,2.625585483912e-06
Graph Transformer,1200,2025-10-01T12:53:29.118132,6.168142785281e-19
Graph Transformer,1210,2025-10-01T12:58:23.687049,7.817804335380e-32
Graph Transformer,1220,2025-10-01T13:03:17.415960,2.078801594662e-05
Graph Transformer,1230,2025-10-01T13:08:10.079865,1.753598029046e-09
Graph Transformer,1240,2025-10-01T13:13:03.644776,1.302814406255e-34
Graph Transformer,1250,2025-10-01T13:17:57.282687,1.481937015839e-23
Graph Transformer,1260,2025-10-01T13:22:53.428615,6.802582544943e-19
Graph Transformer,1270,2025-10-01T13:27:48.069534,1.139392832885e-08
Graph Transformer,1280,2025-10-01T13:32:43.127455,4.891534938581e-31
Graph Transformer,1290,2025-10-01T13:37:38.175377,3.295574581389e-16
Graph Transformer,1300,2025-10-01T13:42:33.976305,1.690827512758e-60
Graph Transformer,1310,2025-10-01T13:47:30.239238,3.322695030606e-47
Graph Transformer,1320,2025-10-01T13:52:25.539164,4.633977631960e-12
Graph Transformer,1330,2025-10-01T13:57:20.980092,1.640774057381e-28
Graph Transformer,1340,2025-10-01T14:02:18.248033,9.965743769802e-38
CGENN,10,2025-10-04T21:06:30.041542,7.890637407100e-96
CGENN,20,2025-10-04T21:06:30.536545,1.813529355648e-93
CGENN,30,2025-10-04T21:06:29.781540,1.192965943446e-100
CGENN,40,2025-10-04T21:06:30.792546,4.357777009250e-90
CGENN,50,2025-10-04T21:06:29.499538,8.207103675076e-113
CGENN,60,2025-10-04T21:06:30.289543,7.958585029098e-106
EquiformerV2,10,2025-10-03T00:22:15.905837,2.271928663226e-47
EquiformerV2,20,2025-10-03T00:44:57.147052,1.362339932995e-41
EquiformerV2,30,2025-10-03T01:08:19.428380,5.647154129019e-11
EquiformerV2,40,2025-10-03T01:31:23.792293,4.385621544766e-39
EquiformerV2,50,2025-10-03T01:54:45.449357,1.579939458958e-59
EquiformerV2,60,2025-10-03T02:17:57.406926,1.156277224293e-27
EquiformerV2,70,2025-10-03T02:41:16.759417,8.990188638750e-02
EquiformerV2,80,2025-10-03T03:04:42.021060,5.536518508254e-46
EquiformerV2,90,2025-10-03T03:28:05.326869,5.586363325758e-29
EquiformerV2,100,2025-10-03T03:51:24.088761,1.453955767403e-16
EquiformerV2,110,2025-10-03T04:14:39.951642,2.822206647012e-75
EquiformerV2,120,2025-10-03T04:37:58.452514,2.360264902193e-01
EquiformerV2,130,2025-10-03T05:01:16.158133,9.091975822122e-34
EquiformerV2,140,2025-10-03T05:24:15.929628,3.382657479890e-06
EquiformerV2,150,2025-10-03T05:47:44.328402,3.856509766341e-05
EquiformerV2,160,2025-10-03T06:10:37.601043,1.938594038009e-43
EquiformerV2,170,2025-10-03T06:33:28.961693,2.759734319814e-37
EquiformerV2,180,2025-10-03T06:56:23.285340,3.820822036267e-31
EquiformerV2,190,2025-10-03T07:19:38.392046,4.169157113456e-34
EquiformerV2,200,2025-10-03T07:42:48.732747,2.076666860709e-04
EquiformerV2,210,2025-10-03T08:06:07.238569,1.137225816223e-04
EquiformerV2,220,2025-10-03T08:29:26.206401,5.325318365744e-01
EquiformerV2,230,2025-10-03T08:52:42.163234,2.008076698834e-06
EquiformerV2,240,2025-10-03T09:15:56.998055,3.885915344213e-12
EquiformerV2,250,2025-10-03T09:39:15.983838,2.486754437382e-23
EquiformerV2,260,2025-10-03T10:02:32.914588,1.653729056427e-01
EquiformerV2,270,2025-10-03T10:25:43.320296,5.380776042827e-15
EquiformerV2,280,2025-10-03T10:48:31.856867,3.275106793335e-06
EquiformerV2,290,2025-10-03T11:11:29.104523,2.310479096839e-10
EquiformerV2,300,2025-10-03T11:34:41.797291,2.151572872883e-08
EquiformerV2,310,2025-10-03T11:57:58.805100,1.198271003752e-08
EquiformerV2,320,2025-10-03T12:21:04.059836,6.391576821775e-16
EquiformerV2,330,2025-10-03T12:43:51.275462,3.120335194098e-10
EquiformerV2,340,2025-10-03T13:06:34.443066,2.416679496074e-05
EquiformerV2,350,2025-10-03T13:29:40.475821,1.084996067372e-25
EquiformerV2,360,2025-10-03T13:52:58.249684,2.030960918494e-07
EquiformerV2,370,2025-10-03T14:16:10.637567,2.732501154657e-11
EquiformerV2,380,2025-10-03T14:39:25.492396,1.264239351227e-01
EquiformerV2,390,2025-10-03T15:02:38.557207,9.147726474582e-16
EquiformerV2,400,2025-10-03T15:25:48.354991,9.096457656239e-11
EquiformerV2,410,2025-10-03T15:49:02.524798,9.480827708143e-02
EquiformerV2,420,2025-10-03T16:12:18.107602,6.909272854027e-02
EquiformerV2,430,2025-10-03T16:35:37.898434,1.852096548641e-20
EquiformerV2,440,2025-10-03T16:59:03.904307,1.440538490989e-15
EquiformerV2,450,2025-10-03T17:22:23.257141,2.313577929076e-24
EquiformerV2,460,2025-10-03T17:45:31.245906,4.866786402159e-04
EquiformerV2,470,2025-10-03T18:08:32.948635,9.001027967063e-03
EquiformerV2,480,2025-10-03T18:31:54.172495,7.560040924404e-01
EquiformerV2,490,2025-10-03T18:55:09.802329,5.437741556953e-02
EquiformerV2,500,2025-10-03T19:18:23.354158,8.190463063337e-01
EquiformerV2,510,2025-10-03T19:41:29.015940,3.572003029590e-14
EquiformerV2,520,2025-10-03T20:04:46.403801,4.386148411020e-01
EquiformerV2,530,2025-10-03T20:27:58.570625,3.756132694344e-03
EquiformerV2,540,2025-10-03T20:51:12.249460,1.043811942057e-01
EquiformerV2,550,2025-10-03T21:14:23.340285,9.952475189889e-01
EquiformerV2,560,2025-10-03T21:37:38.023138,3.483601890981e-01
EquiformerV2,570,2025-10-03T22:00:51.292989,2.330928765721e-02
EquiformerV2,580,2025-10-03T22:24:04.405841,3.382440739926e-03
EquiformerV2,590,2025-10-03T22:47:21.215719,9.898595667342e-01
EquiformerV2,600,2025-10-03T23:10:42.479621,3.954263096098e-01
EquiformerV2,610,2025-10-03T23:34:00.691498,9.698714002855e-35
EquiformerV2,620,2025-10-03T23:56:57.562240,6.523238182461e-01
Ponita,10,2025-10-04T21:07:40.270962,8.114270936525e-32
Ponita,20,2025-10-04T21:08:05.022110,2.511847142268e-49
Ponita,30,2025-10-04T21:07:40.017960,2.029938473734e-20
Ponita,40,2025-10-04T21:08:06.310118,2.769358067508e-33
Ponita,50,2025-10-04T21:07:30.522904,1.520499980111e-11
Ponita,60,2025-10-04T21:07:53.886044,2.026890531560e-01
Ponita,70,2025-10-04T21:07:07.932768,6.896589840564e-05
Ponita,80,2025-10-04T21:07:17.271824,3.492075055564e-12
Ponita,90,2025-10-04T21:07:30.057901,3.089156815576e-05
Ponita,100,2025-10-04T21:08:07.785127,9.890489303897e-02
Ponita,110,2025-10-04T21:07:39.060955,6.862036125503e-28
Ponita,120,2025-10-04T21:07:35.642934,1.872339660161e-01
Ponita,130,2025-10-04T21:07:20.341843,2.156382946508e-01
Ponita,140,2025-10-04T21:07:59.250076,1.747023331229e-17
Ponita,150,2025-10-04T21:08:04.284106,3.711069103430e-10
Ponita,160,2025-10-04T21:07:50.330022,8.865715880110e-01
Ponita,170,2025-10-04T21:07:06.959763,5.697196482610e-02
Ponita,180,2025-10-04T21:07:52.221034,7.728914164243e-01
Ponita,190,2025-10-04T21:07:32.481915,1.410381384455e-03
Ponita,200,2025-10-04T21:07:37.395945,8.693517588351e-10
Ponita,210,2025-10-04T21:07:40.790965,1.469285073775e-38
Ponita,220,2025-10-04T21:07:26.774881,1.654636322421e-01
Ponita,230,2025-10-04T21:07:51.036026,1.297072511935e-09
Ponita,240,2025-10-04T21:07:34.449927,4.382498313442e-05
Ponita,250,2025-10-04T21:08:14.032164,6.739176289907e-13
Ponita,260,2025-10-04T21:08:13.562161,1.400057147486e-40
Ponita,270,2025-10-04T21:07:43.888983,1.891941057076e-02
Ponita,280,2025-10-04T21:07:51.516029,9.634775516388e-09
Ponita,290,2025-10-04T21:07:15.356813,1.208285500070e-04
Ponita,300,2025-10-04T21:07:10.539784,1.247793051515e-26
Ponita,310,2025-10-04T21:07:45.983996,2.222780584851e-02
Ponita,320,2025-10-04T21:07:54.891049,1.849251277222e-02
Ponita,330,2025-10-04T21:08:03.311100,3.221988771747e-21
Ponita,340,2025-10-04T21:07:46.766001,5.924599930423e-10
Ponita,350,2025-10-04T21:08:16.231177,1.089369414519e-02
Ponita,360,2025-10-04T21:07:56.472059,7.756137762005e-01
Ponita,370,2025-10-04T21:07:05.878756,1.103757555549e-02
Ponita,380,2025-10-04T21:07:49.664018,1.581631565130e-01
Ponita,390,2025-10-04T21:07:47.044003,6.523238182461e-01
Ponita,400,2025-10-04T21:08:16.920181,2.179912062878e-02
Ponita,410,2025-10-04T21:07:04.427747,7.285688824933e-01
Ponita,420,2025-10-04T21:07:48.272010,2.955981212988e-16
Ponita,430,2025-10-04T21:07:33.911924,1.845672001353e-03
Ponita,440,2025-10-04T21:08:15.011170,9.682275967825e-10
Ponita,450,2025-10-04T21:07:38.574952,3.178427443789e-01
Ponita,460,2025-10-04T21:07:30.988906,1.938959198817e-09
Ponita,470,2025-10-04T21:07:26.543880,5.886954594439e-02
Ponita,480,2025-10-04T21:08:17.729186,8.337097233786e-02
Ponita,490,2025-10-04T21:08:16.690180,2.081892033088e-04
Ponita,500,2025-10-04T21:07:11.703791,4.990039939714e-21
Ponita,510,2025-10-04T21:07:31.944912,3.013122383711e-04
Ponita,520,2025-10-04T21:07:14.396807,4.404668042979e-03
Ponita,530,2025-10-04T21:07:16.589820,2.836760456425e-03
Ponita,540,2025-10-04T21:07:32.971918,7.281591260967e-02
Ponita,550,2025-10-04T21:07:35.171932,1.390237705985e-21
Ponita,560,2025-10-04T21:08:03.075099,9.822642633087e-01
Ponita,570,2025-10-04T21:07:35.876936,2.114093509116e-03
Ponita,580,2025-10-04T21:07:54.632048,4.790568661811e-11
Ponita,590,2025-10-04T21:07:32.205914,4.598405329450e-01
Ponita,600,2025-10-04T21:08:09.455137,3.500483501072e-01
Ponita,610,2025-10-04T21:08:11.633150,8.943197360686e-13
Ponita,620,2025-10-04T21:07:37.642946,2.954294494626e-09
Ponita,630,2025-10-04T21:07:38.118949,1.659988629348e-04
Ponita,640,2025-10-04T21:07:17.745827,2.721408326351e-01
Ponita,650,2025-10-04T21:07:48.029008,6.916199867226e-03
Ponita,660,2025-10-04T21:08:10.425143,8.941242910425e-01
Ponita,670,2025-10-04T21:08:12.595155,7.873779757745e-04
Ponita,680,2025-10-04T21:07:54.137045,1.177823949173e-05
Ponita,690,2025-10-04T21:07:26.067877,8.028177867985e-01
Ponita,700,2025-10-04T21:08:03.550101,5.889526378135e-16
Ponita,710,2025-10-04T21:07:38.343951,7.943238512286e-05
Ponita,720,2025-10-04T21:07:17.501826,2.458540450925e-01
Ponita,730,2025-10-04T21:07:53.643042,1.721092726278e-15
Ponita,740,2025-10-04T21:07:25.054871,7.553225329095e-01
Ponita,750,2025-10-04T21:08:11.860151,6.374839872442e-03
Ponita,760,2025-10-04T21:07:37.868948,4.323039114482e-02
Ponita,770,2025-10-04T21:07:53.407041,1.030536006892e-09
Ponita,780,2025-10-04T21:08:05.540113,8.890859973173e-01
Ponita,790,2025-10-04T21:08:07.282124,9.998498222262e-01
Ponita,800,2025-10-04T21:08:00.738085,7.878783433348e-02
Ponita,810,2025-10-04T21:07:28.893894,7.464848882913e-05
Ponita,820,2025-10-04T21:07:52.934038,9.992854728686e-01
Ponita,830,2025-10-04T21:07:31.224908,7.130022534129e-01
Ponita,840,2025-10-04T21:07:15.839816,1.884952134824e-01
Ponita,850,2025-10-04T21:08:09.926139,2.333570420231e-01
Ponita,860,2025-10-04T21:08:14.762168,9.999936776078e-01
Ponita,870,2025-10-04T21:07:36.907942,9.989231064491e-01
Ponita,880,2025-10-04T21:07:21.094847,1.183281364673e-06
Ponita,890,2025-10-04T21:07:29.363897,9.855777560682e-01
Ponita,900,2025-10-04T21:07:24.807869,9.247149732635e-02
Ponita,910,2025-10-04T21:07:49.201015,3.474626350510e-03
Ponita,920,2025-10-04T21:07:44.150985,3.085424181114e-03
Ponita,930,2025-10-04T21:07:29.834899,6.379810697140e-01
Ponita,940,2025-10-04T21:07:03.556742,2.300458792606e-09
Ponita,950,2025-10-04T21:08:00.963086,1.696880328577e-06
Ponita,960,2025-10-04T21:07:44.760989,4.986022313179e-02
Ponita,970,2025-10-04T21:08:02.836097,9.776441245132e-01
Ponita,980,2025-10-04T21:07:51.288028,1.442229697467e-01
Ponita,990,2025-10-04T21:07:58.324070,1.456421427672e-03
Ponita,1000,2025-10-04T21:07:20.607844,1.449983118875e-01
Ponita,1010,2025-10-04T21:08:14.530167,1.940405830024e-03
Ponita,1020,2025-10-04T21:07:12.692797,5.911761558045e-01
Ponita,1030,2025-10-04T21:08:07.049122,6.948116196134e-01
Ponita,1040,2025-10-04T21:07:08.633773,6.561653380134e-01
Ponita,1050,2025-10-04T21:07:27.716887,1.675297575037e-02
Ponita,1060,2025-10-04T21:07:23.505862,3.800180109942e-13
Ponita,1070,2025-10-04T21:07:13.672803,7.317018737401e-03
Ponita,1080,2025-10-04T21:07:18.455831,9.899242870355e-01
Ponita,1090,2025-10-04T21:07:14.641809,3.411703952435e-01
Ponita,1100,2025-10-04T21:08:06.802121,3.380518019526e-02
Ponita,1110,2025-10-04T21:08:10.668144,9.999977940848e-01
Ponita,1120,2025-10-04T21:07:33.201920,9.999241628984e-01
Ponita,1130,2025-10-04T21:07:20.086841,7.363898294709e-02
Ponita,1140,2025-10-04T21:07:51.994032,9.673111526377e-01
Ponita,1150,2025-10-04T21:07:19.611838,1.389387459496e-05
Ponita,1160,2025-10-04T21:07:36.297938,2.441683149250e-03
Ponita,1170,2025-10-04T21:08:14.285166,2.473831826377e-05
Ponita,1180,2025-10-04T21:07:03.796744,9.809372444816e-01
Ponita,1190,2025-10-04T21:08:18.005188,9.973911584580e-01
Ponita,1200,2025-10-04T21:07:59.022074,2.722616787696e-02
Ponita,1210,2025-10-04T21:08:08.519131,1.851026807423e-02
Ponita,1220,2025-10-04T21:07:42.730977,4.774067944735e-03
Ponita,1230,2025-10-04T21:07:29.614898,4.214482080855e-01
Ponita,1240,2025-10-04T21:07:39.761959,7.625886390159e-01
Ponita,1250,2025-10-04T21:08:09.692138,9.895954729381e-01
Ponita,1260,2025-10-04T21:08:06.546119,3.694770788212e-06
Ponita,1270,2025-10-04T21:07:19.167836,1.893232809462e-01
Ponita,1280,2025-10-04T21:07:58.554071,9.435458432832e-01
Ponita,1290,2025-10-04T21:07:17.047823,4.623700812218e-01
Ponita,1300,2025-10-04T21:08:04.509107,9.999996770242e-01
Ponita,1310,2025-10-04T21:07:35.397933,5.778690385272e-09
Ponita,1320,2025-10-04T21:07:12.201794,3.885767455678e-02
Ponita,1330,2025-10-04T21:07:08.401771,1.122997792491e-02
Ponita,1340,2025-10-04T21:08:10.914145,1.709265986064e-03
Ponita,1350,2025-10-04T21:07:14.134805,9.407865258627e-01
Ponita,1360,2025-10-04T21:07:23.748863,1.077713219889e-07
Ponita,1370,2025-10-04T21:07:19.851840,1.911773770462e-01
Ponita,1380,2025-10-04T21:07:20.852846,9.252440209806e-01
Ponita,1390,2025-10-04T21:07:15.126812,2.284851524788e-01
Ponita,1400,2025-10-04T21:07:37.150943,3.659337168510e-01
Ponita,1410,2025-10-04T21:07:49.426017,9.282616690508e-01
Ponita,1420,2025-10-04T21:07:13.434801,1.378271232079e-03
Ponita,1430,2025-10-04T21:07:27.006882,3.847585636582e-01
Ponita,1440,2025-10-04T21:07:58.792073,3.898779508684e-02
Ponita,1450,2025-10-04T21:07:26.297878,3.456159867325e-10
Ponita,1460,2025-10-04T21:08:01.327088,1.348040294156e-04
Ponita,1470,2025-10-04T21:07:07.679767,3.979103723110e-02
Ponita,1480,2025-10-04T21:07:43.191979,2.091110845226e-05
Ponita,1490,2025-10-04T21:07:11.251788,9.352129948709e-01
Ponita,1500,2025-10-04T21:07:44.515987,9.945170419959e-01
Ponita,1510,2025-10-04T21:07:24.539868,9.965206967167e-01
Ponita,1520,2025-10-04T21:07:25.542874,4.582318552286e-01
Ponita,1530,2025-10-04T21:07:33.679923,5.693027606425e-07
Ponita,1540,2025-10-04T21:07:07.213764,9.928031630827e-01
Ponita,1550,2025-10-04T21:08:03.804103,9.738025618661e-01
Ponita,1560,2025-10-04T21:07:22.064853,6.228220724392e-01
Ponita,1570,2025-10-04T21:08:17.497185,1.556658362098e-01
Ponita,1580,2025-10-04T21:07:10.293782,1.904045465408e-01
Ponita,1590,2025-10-04T21:07:09.349777,1.754581478593e-13
Ponita,1600,2025-10-04T21:07:45.477993,4.812856221867e-01
Ponita,1610,2025-10-04T21:07:21.837852,6.207832170069e-01
Ponita,1620,2025-10-04T21:07:11.007787,7.830285258472e-01
Ponita,1630,2025-10-04T21:08:13.335160,3.274469732015e-01
Ponita,1640,2025-10-04T21:07:45.235992,1.830935427892e-01
Ponita,1650,2025-10-04T21:07:41.738971,1.651255657943e-01
Ponita,1660,2025-10-04T21:07:57.542065,9.567470705746e-01
Ponita,1670,2025-10-04T21:08:17.271183,9.749789989472e-01
Ponita,1680,2025-10-04T21:07:23.285860,1.044160996257e-01
Ponita,1690,2025-10-04T21:07:40.523963,1.517207320239e-01
Ponita,1700,2025-10-04T21:07:34.201926,9.898595667342e-01
Ponita,1710,2025-10-04T21:08:01.581089,9.963705761802e-01
Ponita,1720,2025-10-04T21:07:06.109757,8.024079290300e-01
Ponita,1730,2025-10-04T21:07:46.502999,3.982737250633e-10
Ponita,1740,2025-10-04T21:08:10.184141,9.560472914684e-01
Ponita,1750,2025-10-04T21:07:21.602850,3.932111690074e-02
Ponita,1760,2025-10-04T21:08:06.057116,6.406794215265e-04
Ponita,1770,2025-10-04T21:07:18.702833,2.303447656133e-01
Ponita,1780,2025-10-04T21:07:24.013865,8.282887056927e-01
Ponita,1790,2025-10-04T21:08:08.984134,9.272612700032e-01
Ponita,1800,2025-10-04T21:07:27.942888,1.491954079370e-09
Ponita,1810,2025-10-04T21:08:08.297130,9.492109396645e-03
Ponita,1820,2025-10-04T21:07:56.712060,9.732892623245e-01
Ponita,1830,2025-10-04T21:07:45.000990,9.952475189889e-01
Ponita,1840,2025-10-04T21:07:45.750995,2.919564298722e-03
Ponita,1850,2025-10-04T21:07:28.183890,8.187290312994e-01
Ponita,1860,2025-10-04T21:07:39.526958,9.996595928074e-01
Ponita,1870,2025-10-04T21:08:04.048104,3.943872313024e-02
Ponita,1880,2025-10-04T21:07:57.296064,3.154211986233e-04
Ponita,1890,2025-10-04T21:08:01.954092,3.312273270237e-01
Ponita,1900,2025-10-04T21:08:15.726174,1.035492711976e-03
Ponita,1910,2025-10-04T21:07:58.099069,8.680460764456e-01
Ponita,1920,2025-10-04T21:08:04.761109,8.733856568275e-01
Ponita,1930,2025-10-04T21:08:07.551125,9.505143926017e-01
Ponita,1940,2025-10-04T21:07:55.136051,4.226054583249e-01
Ponita,1950,2025-10-04T21:07:15.582814,9.876621352055e-01
Ponita,1960,2025-10-04T21:08:12.850157,6.508883927319e-02
Ponita,1970,2025-10-04T21:08:12.101152,2.686593091883e-01
Ponita,1980,2025-10-04T21:08:11.399148,4.447967271649e-05
Ponita,1990,2025-10-04T21:07:53.171039,9.765492078220e-01
